HCA6000030,
Hippocampal_tail,subiculum-body,CA1-body,subiculum-head,hippocampal-fissure,presubiculum-head,CA1-head,presubiculum-body,parasubiculum,molecular_layer_HP-head,molecular_layer_HP-body,GC-ML-DG-head,CA3-body,GC-ML-DG-body,CA4-head,CA4-body,fimbria,CA3-head,HATA,Whole_hippocampal_body,Whole_hippocampal_head,Whole_hippocampus
313.008949,115.339492,63.486465,87.939174,89.665526,60.111881,231.467944,76.937097,39.221357,158.19764,96.538582,84.258492,47.703195,68.365831,69.466423,64.978998,19.318625,52.581171,28.092336,552.668286,811.336417,1677.013652
